text_id,entity_text,label
40,the World Bank,ORG
41,Bangladesh,GPE
41,Cyclone Preparedness,PERSON
41,Red Cross,PERSON
41,35 million,MONEY
41,$12,MONEY
42,Abu Dhabi,PERSON
42,Masdar City,PERSON
42,International Renewable,PERSON
42,Energy Agency,ORG
43,Amman,GPE
43,Climate Action,PERSON
43,C40 Cities,PERSON
43,Climate Leadership,PERSON
44,Israel,GPE
44,Sorek B,PERSON
44,200 million,MONEY
44,$0.40,MONEY
45,Costa Rica,PERSON
45,National Decarbonization,PERSON
46,The African,PERSON
46,Development Bank,PERSON
46,250 million,MONEY
46,rural health clinics,ORG
47,India,GPE
47,Nationally Determined,PERSON
47,Prime Minister,PERSON
47,Narendra Modi,PERSON
47,COP26,EVENT
47,Glasgow,GPE
48,The Loss,PERSON
48,Damage Fund,PERSON
48,COP27,EVENT
48,Sharm el-Sheikh,GPE
48,COP28,EVENT
48,$792,MONEY
48,Germany,GPE
48,UAE,ORG
48,$100,MONEY
48,United Kingdom,GPE
48,$75,MONEY
48,the estimated,MONEY
48,$400,MONEY
49,Brazil,GPE
49,Ministry of Environment and,ORG
49,Climate Change,PERSON
49,Amazon,ORG
49,President Lula,PERSON
49,IBAMA,ORG
49,the Amazon Fund,ORG
49,$500,MONEY
49,Norway,GPE
49,Germany,GPE
50,The International,PERSON
50,Energy Agency,PERSON
50,Net Zero,PERSON
50,$1.3,MONEY
50,IEA,ORG
50,Executive Director,PERSON
50,Fatih Birol,PERSON
51,Saudi Arabia,PERSON
51,$500,MONEY
51,Sudair,ORG
51,278 million,MONEY
51,Saudi Green,PERSON
51,Middle East,PERSON
51,Green Initiative,PERSON
51,50 billion,MONEY
52,The Kigali,PERSON
52,Montreal Protocol,PERSON
52,UNEP,ORG
52,Kigali Amendment,PERSON
53,The Jordanian,PERSON
53,Renewable Energy,PERSON
53,Energy Efficiency,PERSON
53,$50,MONEY
53,the Central Bank,ORG
54,Nature Communications,PERSON
54,Arctic,LOC
55,The Global,PERSON
55,Carbon Project,PERSON
55,36.8 billion,MONEY
55,15.5 billion,MONEY
55,India,GPE
55,China,GPE
55,European Union,PERSON
57,The British,PERSON
57,Antarctic Survey,PERSON
57,Antarctic sea,LOC
57,2.6 million,MONEY
57,Antarctic ice,LOC
58,ETH Zurich,ORG
58,Northern Hemisphere,PERSON
58,The World,PERSON
58,Weather Attribution,PERSON
58,Southern Europe,PERSON
58,North Africa,PERSON
58,Middle East,PERSON
58,Phoenix,GPE
58,Arizona,GPE
59,Pakistan,GPE
59,33 million,MONEY
59,$30,MONEY
59,Karakoram,LOC
59,Hindu Kush,PERSON
59,The World,PERSON
59,Health Organization,ORG
59,8 million,MONEY
60,United States,PERSON
60,$92.9,MONEY
60,NOAA,ORG
60,billion-dollar,MONEY
60,Hawaii,GPE
60,Lahaina,GPE
61,The World,PERSON
61,Health Organization,PERSON
61,The Lancet,PERSON
61,Climate Change,PERSON
61,Middle East,PERSON
61,South Asia,PERSON
62,In East,PERSON
62,36 million,MONEY
62,Kenya,GPE
62,Somalia,GPE
62,Ethiopia,GPE
62,13 million,MONEY
62,2.4 million,MONEY
63,Amman,GPE
63,WHO,ORG
63,4.2 million,MONEY
63,The Ministry,PERSON
64,Internal Displacement,PERSON
64,Monitoring Centre,PERSON
64,26.4 million,MONEY
64,The Middle,PERSON
64,North Africa,PERSON
64,1.2 million,MONEY
64,Libya,GPE
64,Levant,GPE
64,UNHCR,ORG
64,Jordan,GPE
64,Lebanon,GPE
64,Turkey,GPE
65,Morocco,GPE
65,Noor-Ouarzazate,ORG
65,$2.5,MONEY
65,Sahara,LOC
65,Europe,LOC
66,The Great,PERSON
66,Green Wall,PERSON
66,Sahara,LOC
66,Sahel Initiative,PERSON
66,100 million,MONEY
66,Senegal,GPE
66,Djibouti,GPE
66,18 million,MONEY
66,UNEP,ORG
66,$19,MONEY
66,One Planet,PERSON
67,Denmark,GPE
67,Kalundborg Symbiosis,PERSON
67,$28,MONEY
68,Medina al-Munawwarah,GPE
68,Saudi Arabia,PERSON
69,Egypt,GPE
69,National Adaptation,PERSON
69,Nile Delta,PERSON
69,$3.5,MONEY
69,Agricultural Research,PERSON
69,The Delta,PERSON
69,40 million,MONEY
70,Middle Eastern,PERSON
70,Amman,GPE
70,Riyadh,GPE
70,Baghdad,GPE
71,UNEP,ORG
71,Emissions Gap,PERSON
71,Paris Agreement,PERSON
72,The Dead,PERSON
72,Red Sea,PERSON
72,Conveyance Project,PERSON
72,Jordan,GPE
72,Israel,GPE
72,Palestinian Authority,PERSON
72,300 million,MONEY
72,Dead Sea,PERSON
72,$10,MONEY
72,World Bank,ORG
73,The Lancet,PERSON
73,Planetary Health,PERSON
73,Middle East,PERSON
73,South Asia,PERSON
73,$2.4,MONEY
73,Jordan,PERSON
74,The Antarctic,PERSON
74,26.0 million,MONEY
74,Montreal Protocol,PERSON
74,Antarctica,LOC
74,NOAA,ORG
74,NASA,ORG
75,Mediterranean region,LOC
75,Jordan,GPE
75,Al Tafila,PERSON
76,The Intergovernmental,PERSON
76,Climate Change,PERSON
76,Special Report,PERSON
76,Marine,ORG
77,In October,PERSON
77,African Group,PERSON
77,$1.3,MONEY
77,$100,MONEY
77,Africa,LOC
77,$50,MONEY
77,350 billion,MONEY
78,Jordan,GPE
78,Azraq,ORG
78,UNHCR,ORG
78,IKEA Foundation,ORG
78,$5.5,MONEY
79,المناخ,GPE
79,من أن العالم,PERSON
79,وأكد التقرير أن,PERSON
80,لتمويل,ORG
80,التكيف,GPE
80,المناخ,GPE
80,تشمل المشاريع تحسين كفاءة,ORG
80,المبكر للفيضانات,PERSON
80,وأكد وزير البيئة,PERSON
80,الأردني أن هذه الاستثمارات ضرورية,PERSON
80,لحماية الأمن المائي والغذائي للمملكة,ORG
81,الدول على التحول,PERSON
81,الدول النامية,PERSON
81,الأضرار المناخية التي,ORG
82,على الإنتاج الزراعي,PERSON
82,ودعت المنظمة,PERSON
82,لتحويل النظم الغذائية,PERSON
83,اعتمدت,GPE
83,امتصاص الكربون وتوفير,PERSON
84,أطلق الاتحاد الأوروبي,PERSON
84,والإسمنت,PERSON
84,الآلية,PERSON
84,منع,ORG
84,الأوروبيين والمستوردين من دول,PERSON
85,على قانون,PERSON
85,المباني التجارية,ORG
85,ينشئ,ORG
85,المركزي الأردني,PERSON
86,التابع,PERSON
86,الأكثر حرارة,ORG
86,على الإطلاق,PERSON
86,متوسط درجات,PERSON
86,وساهمت ظاهرة,PERSON
86,اتجاهات الاحترار عبر جنوب,ORG
86,وشمال أفريقيا,PERSON
86,والشرق الأوسط,ORG
87,كشفت دراسة,PERSON
87,ويساهم,PERSON
87,ارتفاع,ORG
88,بلغ,ORG
88,ثاني أكسيد الكربون,ORG
88,الغلاف,ORG
89,ابيضاض مرجاني,PERSON
89,جماعي رابع,PERSON
89,الحيد,GPE
89,المرجاني,ORG
89,وتجاوزت درجات,PERSON
89,المياه المتوسط الموسمي,PERSON
89,على,ORG
90,أظهرت دراسة نشرها معهد,ORG
90,الاستوائية،,PERSON
91,العالمية,ORG
91,الجوية ارتفاعاً,PERSON
91,منذ بدء القياسات,ORG
91,التمدد الحراري,ORG
92,القمر الاصطناعي كوبرنيكوس أن سبتمبر,PERSON
92,متوسط ما قبل,PERSON
92,ظاهرة النينو وانخفاض,ORG
92,غبار الصحراء الكبرى,PERSON
93,قدّر,ORG
93,أكسيد الكربون من,PERSON
94,المناخ,GPE
94,نهر الأردن للزراعة,ORG
94,أكثر من,ORG
94,على طول الشاطئ المتراجع،,ORG
95,شهدت عمّان,PERSON
95,على الإطلاق,PERSON
95,درجات الحرارة,PERSON
95,الصيف ارتفع,ORG
95,وزادت,PERSON
96,المياه عالمياً، حيث,PERSON
96,، وهو,PERSON
96,الشح المطلق,PERSON
96,ويهدد الجمع,PERSON
96,الهطول وتزايد,PERSON
96,وارتفاع درجات,PERSON
96,الحرارة الإنتاج الزراعي,PERSON
97,درنة بليبيا في سبتمبر,ORG
97,آخرين عندما,PERSON
97,، وهو,PERSON
97,مليمتراً.,ORG
98,حذّر,ORG
98,المناخ,GPE
98,خفض,ORG
98,العالمية,ORG
98,المتوقع أن ينخفض إنتاج,PERSON
98,آسيا,GPE
98,أفريقيا جنوب الصحراء,ORG
99,ازدادت العواصف الرملية,PERSON
99,الكبرى,PERSON
99,وتحمل هذه العواصف,ORG
99,الدول الإسكندنافية,PERSON
100,دول جزر المحيط,ORG
100,بما,ORG
100,وجزر مارشال,PERSON
100,سطح,PERSON
100,الارتفاع الحالية,PERSON
100,مساحة جزر مارشال,ORG
100,الجزر,PERSON
101,الصيفية,PERSON
101,تركيز الجسيمات,PERSON
102,حرائق الغابات,PERSON
102,حوض البحر,ORG
102,اليونان,ORG
102,والجزائر وتونس,PERSON
102,وتجاوزت درجات الحرارة,PERSON
102,وأدت الحرائق,PERSON
102,أكثر من,ORG
103,افتتحت المملكة,GPE
103,الأردنية,ORG
103,الهاشمية,ORG
103,مصادر متجددة,ORG
103,الكهرباء,ORG
104,أطلقت مدينة عمّان خطة,ORG
104,خفض,ORG
104,وتشمل المبادرات الرئيسية,ORG
104,الذي,ORG
104,الشمسية على الأسطح,PERSON
105,من المياه,PERSON
105,غير أن الخزان الجوفي,PERSON
105,مائي أحفوري غير متجدد،,PERSON
105,الاستخراج الحالية,PERSON
105,وتستثمر الحكومة حالياً,PERSON
106,مصادر متجددة في,ORG
107,ويشمل البرنامج,PERSON
108,أنشأ,GPE
108,مخيم الأزرق للاجئين,PERSON
108,مخيم للاجئين,PERSON
108,العالم,ORG
108,اللاجئين,PERSON
108,وتمد سكان,PERSON
108,المخيم البالغ,PERSON
109,الذي,PERSON
109,على طول,ORG
109,الراين والموز وإيسل,PERSON
110,مجمع نور ورزازات,ORG
110,المغرب من أكبر المحطات,PERSON
110,غروب الشمس,PERSON
110,المغرب من ثاني أكسيد الكربون بمقدار,PERSON
111,استثماراً,PERSON
111,على مدى 100,PERSON
111,التحتية لحماية السواحل,PERSON
112,الوطنية المصرية الأولوية,PERSON
112,المياه المالحة بسبب ارتفاع,ORG
112,سطح,PERSON
112,وتشمل,ORG
112,استثماراً,PERSON
113,السور الأخضر,PERSON
113,كينيا أكثر,PERSON
114,المنورة,GPE
114,التبريد الحضري,PERSON
114,خفض درجات,PERSON
114,السطح,PERSON
114,وتخصص المملكة العربية,PERSON
114,ملياري,PERSON
114,المدن,PERSON
115,أول صيف خالٍ من,PERSON
115,الآلي المدربة على 40 عاماً,PERSON
116,بلغ,ORG
116,الميثان,PERSON
116,الغلاف,ORG
116,ومن المتوقع أن,PERSON
116,القمر الاصطناعي ميثان سات الذي أُطلق,PERSON
116,انبعاثات الميثان من منشآت,PERSON
116,والغاز الفردية حول العالم,PERSON
117,الناجمة عن,PERSON
117,الأضرار,ORG
117,العراق وسوريا,PERSON
117,والعواصف الرملية التي,ORG
117,وحذر خبراء,PERSON
118,المناخ,GPE
118,على,ORG
118,وانخفض هطول,PERSON
119,المناخ,GPE
119,الموافقة على,PERSON
119,وتشمل,ORG
120,أفاد المركز الوطني,PERSON
120,ولاحظ,ORG
121,أسهم برنامج,ORG
121,ويضم البرنامج,PERSON
121,على السواحل,PERSON
121,التكلفة السنوية 12,PERSON
122,أعلنت,GPE
122,ومحطة سدير للطاقة,PERSON
122,المملكة لخفض انبعاثاتها,PERSON
122,السعودية الخضراء,ORG
123,The United,PERSON
123,Nations Environment,PERSON
123,Global Methane,PERSON
123,UNEP,ORG
124,The International,PERSON
124,Maritime Organization,PERSON
125,Nature Food,PERSON
126,The World,PERSON
126,Resources Institute,PERSON
126,22.8 million,MONEY
126,3.7 million,MONEY
126,Brazil,GPE
126,Democratic Republic,PERSON
126,Bolivia,GPE
127,Jordan,GPE
127,Ministry of Water and Irrigation,ORG
127,National Water,PERSON
127,400 million,MONEY
127,the World Bank,ORG
127,USAID,ORG
127,KfW,ORG
127,$1.8,MONEY
128,The Global,PERSON
128,1 billion,MONEY
129,Middle East,PERSON
129,Earth,LOC
129,Eastern Mediterranean,PERSON
129,The region,LOC
130,The Asian,PERSON
130,Development Bank,PERSON
130,$100,MONEY
130,South,LOC
130,Southeast Asia,PERSON
130,The bank,ORG
130,$250,MONEY
130,Pakistan,GPE
130,$180,MONEY
130,India,GPE
131,Tibetan Plateau,PERSON
131,1.5 million,MONEY
131,The Qinghai,PERSON
131,Tibet Railway,PERSON
132,The European,PERSON
132,Investment Bank,PERSON
132,36 billion,MONEY
132,4.5 billion,MONEY
132,North Sea,PERSON
132,2 billion,MONEY
132,Poland,GPE
132,500 million,MONEY
132,Spain,GPE
132,The bank,ORG
132,trillion euros,MONEY
133,Dead Sea,PERSON
133,the University of Jordan,ORG
133,Helmholtz Centre,PERSON
133,Environmental Research,PERSON
133,The Dead,PERSON
134,Indonesia,GPE
134,FAO,ORG
134,Asian Development,PERSON
135,تكشف البيانات,PERSON
135,وشمال أفريقيا,ORG
135,وارتفعت درجات,PERSON
135,وتحذر الدراسات من أن أجزاء من الخليج,PERSON
135,غير صالحة للسكن البشري,ORG
135,بحلول نهاية القرن,PERSON
136,والتنمية عن تمويل,ORG
136,وتشمل,ORG
137,The Global,PERSON
137,$1.8,MONEY
137,$7.1,MONEY
137,Ban Ki,PERSON
137,Bill Gates,PERSON
138,Alfred Wegener,PERSON
138,Nature Climate,PERSON
138,Antarctic,LOC
138,The Thwaites,PERSON
138,Doomsday Glacier,PERSON
138,West Antarctic,PERSON
138,Ice Sheet,PERSON
139,The Jordan,PERSON
139,1.3 billion,MONEY
139,less than,MONEY
139,100 million,MONEY
139,Israel,GPE
139,Jordan,GPE
139,Syria,GPE
139,Friends of the,ORG
139,Earth Middle,PERSON
140,Kenya,GPE
140,Africa,LOC
140,Olkaria,GPE
140,Great Rift,PERSON
140,African Union,PERSON
140,Japan International,PERSON
140,Cooperation Agency,PERSON
141,أظهرت دراسة أجراها,ORG
141,باحثون من,PERSON
141,حوض عمّان-الزرقاء,PERSON
141,معدل التغذية,PERSON
141,وحذّر الباحثون من أن,PERSON
142,IPCC,ORG
142,Working Group,PERSON
143,In December,PERSON
143,United Nations,PERSON
143,International Year,PERSON
143,200 million,MONEY
143,The Hindu,PERSON
143,Kush Himalayan,PERSON
143,Third Pole,PERSON
143,Asia,LOC
144,The Red,PERSON
144,Science Advances,PERSON
144,Jordan,GPE
144,Saudi Arabia,GPE
144,Red Sea,PERSON
145,المناخ,GPE
145,الأربعة الأخيرة,PERSON
145,وانخفض معدل الهطول الشتوي,PERSON
145,جفافاً,ORG
146,أطلقت الحكومة الأردنية,ORG
146,الري بالغمر,PERSON
146,من المياه,PERSON
147,The World,PERSON
147,Glacier Monitoring,PERSON
147,The Aletsch,PERSON
147,Alps,LOC
148,Jordan Valley,PERSON
148,FAO,ORG
148,Jordanian Ministry,PERSON
149,أصدرت الوكالة,PERSON
149,الفترة من,ORG
149,للكهرباء,PERSON
149,وبلغت القدرة,PERSON
149,العالمية,ORG
149,المتحدة والهند قائمة أكبر المنتجين,PERSON
150,دراسة دولية,PERSON
150,وتشمل المدن الأكثر عرضة,PERSON
150,للخطر جاكرتا وبانكوك,PERSON
150,والإسكندرية وميامي,PERSON
151,International Court,PERSON
151,Vanuatu,PERSON
152,Jordan,GPE
152,Water Authority,PERSON
152,King Talal,PERSON
152,8 million,MONEY
153,أنشأت المملكة,GPE
153,الهاشمية,ORG
153,محمية الأزرق المائية،,PERSON
153,الجمعية الملكية لحماية الطبيعة,PERSON
153,على استعادة,PERSON
153,النظام البيئي للواحة,ORG
153,كانت,PERSON
153,الضخ المفرط,PERSON
154,The Global,PERSON
154,Adaptation Finance,PERSON
154,The Climate,PERSON
154,Justice Alliance,PERSON
154,Bangladesh,GPE
154,Kenya,GPE
154,Pacific Island,PERSON
155,King Abdullah,PERSON
155,Saudi Arabia,GPE
155,CRISPR,PERSON
155,Tabuk region,LOC
155,Middle East,PERSON
156,وتتركز المخاطر,PERSON
156,أفريقيا جنوب الصحراء,ORG
156,آسيا,PERSON
156,ويوصي التقرير,PERSON
156,التكيف المجتمعي للفئات الأكثر هشاشة,ORG
157,The Global,PERSON
157,Biodiversity Framework,PERSON
157,The Mediterranean,PERSON
158,Jordan,PERSON
158,European Space,PERSON
158,Jordan Valley,PERSON
158,$12,MONEY
159,النتائج أن الأصناف,PERSON
159,على,PERSON
160,45 million,MONEY
160,the Global CCS Institute,ORG
160,Gorgon,ORG
160,Western Australia,PERSON
160,4 million,MONEY
160,CCS,GPE
161,OECD,ORG
161,$1.3,MONEY
161,IMF,ORG
162,Earth,LOC
162,2 billion,MONEY
162,12 million,MONEY
162,$490,MONEY
162,The Sahara,PERSON
162,Sahel,PERSON
163,تشغل محطة نووية,PERSON
163,السلمية,ORG
163,وتوفر,ORG
163,الكهرباء وتجنب انبعاث,ORG
164,The Green,PERSON
164,Bond Market,PERSON
164,$2.2,MONEY
164,$575,MONEY
164,The European,PERSON
164,China,GPE
164,United States,GPE
164,Jordan,PERSON
164,$250,MONEY
164,The Climate,PERSON
164,Bonds Initiative,PERSON
166,العربي,GPE
166,والتنمية تقريره,GPE
166,المحلي الإجمالي,PERSON
166,الهدر ويعظم,PERSON
166,، خاصة,PERSON
167,The Global,PERSON
167,Heat Health,PERSON
167,Information Network,PERSON
167,El Nino,PERSON
167,Northern Hemisphere,PERSON
167,Middle East,PERSON
167,South Asia,PERSON
167,Amman,GPE
167,Riyadh,GPE
167,Baghdad,GPE
168,The Red,PERSON
168,Saudi Arabia,GPE
168,Neom,GPE
168,Mediterranean,LOC
168,Spain,GPE
168,Italy,GPE
168,Greece,GPE
169,خصصت الحكومة المصرية,ORG
169,لمشروع تطوير شبكة,ORG
169,سطح,PERSON
170,The Global,PERSON
170,COP28,EVENT
170,Paris Agreement,PERSON
171,Jordan Valley,PERSON
171,IoT,ORG
171,GIZ,ORG
171,Jordanian Ministry,PERSON
172,المسلحة,GPE
172,على موارد,ORG
172,الإنمائي,GPE
172,اللاجئين يزيدون,ORG
172,الطلب على المياه,PERSON
173,The International,PERSON
173,Renewable Energy,PERSON
173,$0.049,MONEY
173,$0.033,MONEY
173,The Middle,PERSON
173,North Africa,PERSON
174,Red Sea,PERSON
174,the University of Jordan,ORG
174,Aqaba Marine,PERSON
174,Science Station,PERSON
174,Indo-Pacific,ORG
174,Mediterranean,LOC
175,المؤتمر,GPE
175,للمناخ,GPE
175,إطلاق صندوق استثماري,ORG
175,على,PERSON
175,الإقليمي,PERSON
176,NASA,ORG
176,ESA,ORG
176,GRACE-FO,ORG
176,Sentinel,ORG
176,Middle East,PERSON
176,Jordan,GPE
176,Saudi Arabia,PERSON
176,Iraq,GPE
177,The International,PERSON
177,Labour Organization,PERSON
177,80 million,MONEY
177,Middle East,PERSON
177,Qatar,GPE
177,UAE,GPE
177,Saudi Arabia,GPE
177,Jordan,GPE
178,المنظمة العالمية,PERSON
178,الجوية أن,PERSON
178,التاريخ المسجل,PERSON
178,، حيث,PERSON
178,المتوسط,GPE
178,بثلاثة أضعاف,PERSON
179,The African,PERSON
179,Saharan Africa,PERSON
180,Traditional Jordanian,PERSON
180,The Royal,PERSON
180,Scientific Society,PERSON
180,rainwater harvesting,PERSON
180,Amman,GPE
180,10 million,MONEY
180,Jordan,GPE
181,المناخ,GPE
181,الحرارة والرطوبة,PERSON
181,وأوصت المنظمة,PERSON
182,The Coral,PERSON
182,Triangle Initiative,PERSON
182,Southeast Asian,PERSON
182,40 million,MONEY
182,marine habitat,ORG
182,The region,LOC
182,120 million,MONEY
183,Hydrogen Council,PERSON
183,The Middle,PERSON
183,NEOM,ORG
183,Saudi Arabia,GPE
183,Europe,LOC
183,Asia,LOC
184,دراسة أعدها,PERSON
184,المناخ,GPE
184,على,ORG
185,The United,PERSON
185,Nations Industrial,PERSON
185,Development Organization,PERSON
185,6 million,MONEY
185,Jordan,PERSON
185,King Hussein,PERSON
185,Bin Talal,PERSON
185,Development Area,PERSON
186,المركز العربي,PERSON
186,المناطق الجافة,ORG
186,القاحلة أكد,PERSON
186,وتقدر الخسائر,ORG
186,الناجمة عن,PERSON
187,India,GPE
187,National Solar,PERSON
187,The Bhadla,PERSON
187,Solar Park,PERSON
187,Rajasthan,GPE
187,$0.038,MONEY
188,حيث أنشأ,PERSON
188,للشعاب المرجانية والأسماك.,ORG
188,المراقبة,ORG
188,على,ORG
189,The Climate,PERSON
189,Action Tracker,PERSON
189,Paris Agreement,LAW
189,United States,PERSON
189,China,GPE
189,Russia,GPE
189,India,GPE
189,G20,ORG
190,The Global,PERSON
190,Methane Pledge,PERSON
190,COP26,EVENT
190,Glasgow,GPE
191,نهر الأردن,ORG
191,أسرة ويساهم,PERSON
191,مكافحة تآكل التربة,PERSON
191,الكربون سنوياً. وتمول,PERSON
191,الألمانية,GPE
192,The World,PERSON
192,Economic Forum,PERSON
192,Global Risks,PERSON
193,European Space,PERSON
193,Jordan Valley,PERSON
194,مباشر على الزراعة,PERSON
194,ويتطلب التكيف,GPE
194,التحتية المائية,PERSON
195,The Blue,PERSON
195,Carbon Initiative,PERSON
195,The Gulf,PERSON
195,Aqaba,GPE
196,المباني الجامعية باستخدام,PERSON
197,The Intergovernmental,PERSON
197,Policy Platform,PERSON
197,Ecosystem Services,PERSON
197,1 million,MONEY
198,Middle Eastern,PERSON
198,Dubai,GPE
198,Sustainable City,PERSON
199,استراتيجية التكيف,PERSON
199,المناخ,GPE
199,وتشمل,PERSON
199,الجاري تنفيذها,ORG
199,الإنفاق على البحث,PERSON
200,The Global,PERSON
200,Climate Finance,PERSON
200,Climate Policy,PERSON
200,$1.27,MONEY
200,$8.1,MONEY
1,2023,DATE
1,2030,DATE
2,2030,DATE
3,2024,DATE
4,2022,DATE
4,2030,DATE
5,2024,DATE
5,2025,DATE
6,2023,DATE
6,2026,DATE
7,2023,DATE
8,2023,DATE
8,2022,DATE
9,2023,DATE
10,2023,DATE
11,2023,DATE
11,1850,DATE
11,1900,DATE
12,2024,DATE
12,2006,DATE
12,2022,DATE
12,2010,DATE
13,2023,DATE
14,2024,DATE
15,1950,DATE
16,2024,DATE
16,1958,DATE
17,2000,DATE
17,2009,DATE
17,2010,DATE
17,2019,DATE
18,2023,DATE
18,1993,DATE
